,Fire_Name,Lat,Long,Fire_Year,Fire_Month,Total_area_burned(ha),Unchanged(ha),Low_Severity(ha),Moderate_Severity(ha),High_Severity(ha),FuelTreatment,TSLF(months)
312,COLD,40.527,-123.398,1987,8,5987.79,12.87,3605.13,1785.42,580.86,0,0
1316,SHU LIGHTNING COMPLEX (KIRKMAN),40.528,-122.071,2008,6,925.56,0.0,722.79,200.52,2.25,0,0
1382,STAFFORD,40.541,-123.107,2012,9,1825.56,0.0,323.55,587.7,914.04,1,0
1318,SHU LIGHTNING COMPLEX (MOON),40.546,-122.663,2008,6,14648.94,0.45,3095.55,6266.97,5133.6,0,0
63,BADGER,40.548,-121.407,1984,8,449.73,2.61,115.38,196.74,115.65,0,0
1176,READING,40.553,-121.423,2012,7,10780.02,74.7,2114.19,4029.66,4521.06,0,0
723,KANAKA,40.559,-122.549,1990,8,1222.38,16.65,333.09,493.29,335.07,0,0
709,JESSIE,40.578,-123.467,1987,8,1412.19,7.11,509.94,588.42,299.7,0,0
666,HYAMPOM,40.578,-123.222,2001,8,480.6,0.0,142.47,165.15,172.89,0,0
1039,PANTHER,40.587,-122.548,2002,11,555.57,0.0,410.49,124.56,16.2,0,2
132,BLAKE,40.588,-123.555,1987,8,615.51,0.09,68.67,138.96,395.19,0,0
1137,POWER TOWER,40.59,-122.525,2004,3,632.7,1.71,541.44,77.13,10.26,0,4
952,MURRER,40.592,-120.689,1985,7,485.19,8.19,131.22,169.38,156.24,0,0
1153,R-1  RANCH,40.598,-120.536,2019,8,1520.28,10.35,558.81,687.87,131.58,0,0
1665,WILLOW,40.599,-120.63,1999,8,2889.27,110.52,2132.46,539.01,85.32,0,0
1232,ROUTE COMPLEX,40.601,-123.541,2015,7,14343.21,21.06,6983.91,3925.35,3375.72,0,0
1241,RUSH,40.603,-120.09,2012,8,107125.11,22045.23,35023.68,44962.47,3534.12,0,0
1479,TRINITY,40.606,-123.388,1987,8,542.34,0.72,332.28,172.08,37.26,0,0
83,BARKER,40.61,-123.056,1992,8,2134.17,0.27,289.35,716.94,1077.57,0,0
127,BLACK,40.611,-120.52,2002,7,686.34,0.0,120.96,402.93,149.67,0,0
129,BLACKS,40.624,-120.45,1987,6,459.9,1.44,452.61,5.04,0.0,0,1
730,KERLIN,40.625,-123.512,2018,9,718.65,0.0,198.09,268.92,251.1,0,0
1640,WHALEBACK,40.627,-120.824,2018,7,7543.53,15.03,1115.37,4085.01,1953.0,0,0
82,BARKER,40.628,-123.102,2015,7,1596.69,0.0,462.06,470.34,656.19,1,0
1286,SECRET,40.628,-120.24,2003,10,455.31,0.0,323.64,124.92,0.18,0,0
1651,WHITMORE,40.631,-121.848,2003,10,500.58,0.0,53.1,72.36,375.03,0,5
1239,RUSH,40.632,-120.102,2002,7,2101.14,0.0,620.01,1468.98,2.07,0,0
790,LIME COMPLEX (MINERS),40.637,-123.268,2008,6,10391.76,14.13,4902.66,3779.37,1674.99,0,0
1317,SHU LIGHTNING COMPLEX (LOWER),40.638,-122.764,2008,6,594.99,0.09,447.21,121.68,6.03,0,0
714,JONES,40.652,-122.228,1999,10,10851.93,513.09,7471.62,2188.71,670.95,0,1
99,BEAR,40.654,-123.397,1987,8,2131.65,8.19,907.92,935.82,252.63,0,0
466,FERN,40.657,-121.874,1988,9,2628.18,1.44,618.3,718.56,1272.42,0,2
579,GULCH,40.658,-123.466,1987,8,2652.3,16.74,689.76,956.97,970.56,0,0
792,LIME COMPLEX (SLIDE),40.659,-123.513,2008,6,496.26,0.81,281.52,172.71,41.22,0,0
1494,TWIN,40.683,-119.994,1984,7,4188.69,0.72,1664.37,2330.73,8.55,0,1
309,COFFIN,40.684,-122.835,2009,8,441.27,0.0,104.13,129.96,207.09,0,0
1246,SADDLE,40.687,-123.534,2015,6,770.67,0.0,291.78,226.08,252.36,1,1
1306,SHINN,40.692,-120.194,1990,8,7270.38,4.05,2780.28,3987.72,403.02,0,0
828,LOWDEN,40.693,-122.816,1999,7,750.33,0.54,164.07,195.84,385.56,0,0
1319,SHU LIGHTNING COMPLEX (MOTION),40.698,-122.51,2008,6,11879.19,31.95,2381.67,6014.7,3094.29,0,0
1351,SMOKE,40.699,-119.999,2003,7,1995.84,0.0,1347.48,491.04,0.09,0,0
1056,PATTISON,40.7,-123.416,2015,7,12596.67,36.27,4410.18,4523.4,3573.72,0,0
1331,SIMS,40.702,-123.544,2004,7,1540.89,4.5,237.51,409.95,888.93,0,0
604,HAT CREEK COMPLEX (SUGARLOAF),40.702,-121.439,2009,8,3896.91,30.42,608.22,1706.31,1533.33,0,0
583,GULCH,40.711,-122.164,2014,9,557.19,0.0,126.81,308.97,121.41,0,10
684,IRON AND ALPS COMPLEXES (EAGLE),40.714,-123.162,2008,6,13111.47,17.28,5183.28,5462.46,2447.55,0,0
259,CARR,40.715,-122.593,2018,7,93175.11,220.23,13555.17,38597.49,39771.18,0,0
100,BEAR,40.718,-122.194,2004,8,4437.36,108.45,1835.64,1720.98,772.29,0,0
186,BROWNS,40.721,-122.863,1994,7,720.0,0.0,92.79,124.29,501.84,0,0
1154,R-4,40.721,-119.918,2017,8,239.22,0.0,31.77,158.58,2.25,0,1
165,BOW,40.723,-122.263,1990,8,630.27,1.98,264.06,292.32,71.91,0,0
1320,SHU LIGHTNING COMPLEX (PINE),40.726,-122.074,2008,6,802.89,0.27,302.94,408.87,90.81,0,0
994,OBSERVATION,40.734,-120.178,2001,8,27293.49,6.3,10552.86,14513.76,1730.7,0,0
500,FRENCH,40.74,-122.703,2004,8,5537.25,18.54,1445.22,2755.17,1267.02,0,1
719,JUNCTION,40.742,-123.004,2006,7,1343.25,8.37,481.41,539.55,313.92,0,0
1011,OREGON,40.743,-122.968,2001,8,714.06,0.0,145.71,190.44,377.91,1,0
683,IRON AND ALPS COMPLEXES (CEDAR),40.749,-123.361,2008,6,10229.67,10.71,3551.85,3771.99,2893.5,0,0
320,CONE,40.752,-121.158,2002,9,724.05,1.17,136.62,242.64,337.41,1,1
803,LMU LGT66,40.755,-120.623,1994,9,856.08,4.95,329.76,320.13,154.71,0,0
993,OBSERVATION,40.76,-120.149,2006,6,1117.17,0.0,415.71,675.45,13.59,0,0
611,HELLS HALF FIRE (HALF),40.763,-123.56,2008,6,6016.23,61.65,3023.19,2080.89,847.62,0,0
173,BRANHAM II,40.766,-120.498,1988,8,747.9,4.5,737.55,3.96,0.0,0,0
609,HELENA,40.775,-123.062,2017,8,7570.8,41.76,2602.53,2869.83,2056.5,0,0
822,LOST,40.78,-121.426,1987,8,9549.45,1528.92,1922.22,4527.72,1462.23,0,0
148,BOHEMOTASH,40.786,-122.446,1999,8,2308.05,38.7,878.94,956.97,350.1,0,0
1321,SHU LIGHTNING COMPLEX (STEIN),40.787,-122.091,2008,6,513.9,15.75,304.29,169.83,24.03,0,0
809,LOMA,40.789,-123.301,2003,9,1508.04,0.0,857.16,428.76,220.41,0,1
478,FLAT,40.792,-123.335,2012,7,741.78,0.45,367.47,262.62,109.44,1,1
172,BRANHAM,40.794,-120.425,1990,8,3849.39,13.41,3644.82,25.83,0.45,0,0
438,EILER,40.799,-121.558,2014,7,12534.3,270.9,1608.21,3825.27,6775.47,1,0
1175,RAVE,40.8,-120.101,1999,8,1973.25,0.0,515.43,1312.29,98.55,0,0
1476,TRELOAR COMPLEX,40.808,-123.214,1985,7,1650.69,0.0,869.58,414.9,365.49,0,0
563,GRASSHOPPER,40.81,-120.727,2001,7,445.14,1.17,313.02,127.53,3.42,0,0
685,IRON AND ALPS COMPLEXES (IRONSIDE),40.823,-123.424,2008,6,5262.75,15.84,3526.11,1305.54,405.9,1,0
1409,STRAYLOR,40.826,-121.078,2004,7,1412.82,1.44,484.02,517.14,361.17,0,0
603,HAT CREEK COMPLEX (BROWN),40.833,-121.534,2009,8,746.37,0.0,252.0,349.74,129.6,0,0
681,IRON AND ALPS COMPLEXES (BUCKHORN),40.837,-123.263,2008,6,11916.18,7.92,5095.35,3952.44,2853.36,1,0
433,EAST,40.837,-123.022,1987,8,4261.5,1.89,1926.9,1269.36,1062.54,0,1
1595,UNNAMED,40.838,-122.508,1999,9,5021.91,6.66,2394.27,1687.5,796.86,0,0
699,JACKASS,40.841,-122.455,1999,8,2216.43,16.02,1382.94,701.91,115.38,0,0
1254,SALT CREEK,40.841,-122.321,2012,8,470.7,0.0,156.78,201.24,112.68,0,0
483,FORK,40.845,-123.01,2017,8,1344.87,2.25,408.96,509.4,423.63,1,0
492,FOUNTAIN,40.846,-121.852,1992,8,25231.95,331.65,3201.93,4983.39,16714.17,0,1
409,DIXIE FIRE,40.857,-120.921,1996,8,536.13,0.36,113.85,124.29,276.93,0,0
328,CORRAL,40.86,-120.86,2008,6,4733.73,20.61,1767.6,1949.13,923.31,0,0
203,BURNEY FIRE,40.867,-121.599,1988,8,1228.23,2.43,103.41,259.11,861.03,0,0
686,IRON AND ALPS COMPLEXES (ZEIGLER),40.869,-123.479,2008,6,992.97,7.47,616.59,307.26,61.47,0,0
69,BALD,40.87,-121.314,2014,7,16053.21,4.14,3625.38,7350.3,4453.02,1,0
1415,SUGAR,40.878,-122.431,1999,8,2064.69,17.55,964.98,866.43,215.64,0,0
1297,SHEEP 1,40.88,-122.478,1999,8,1058.31,1.8,555.57,321.84,178.83,0,0
120,BIG BAR COMPLEX (ONION),40.883,-123.388,1999,8,6776.19,4.5,4586.94,1607.49,576.9,0,0
898,MIDDLE,40.883,-123.002,2019,9,548.46,0.0,161.73,106.65,280.08,1,0
1204,RIPSTEIN,40.902,-123.04,1987,8,1376.19,0.72,544.32,371.97,459.18,0,0
835,LUNCH,40.912,-122.48,1999,8,825.48,0.27,460.35,277.11,87.75,0,0
1209,RIVER COMPLEX,40.914,-123.364,2015,7,31779.45,72.0,13941.36,10693.26,7062.12,1,0
1079,PETERSON COMPLEX,40.917,-121.338,2008,6,3209.58,0.63,1107.99,1650.06,364.14,0,0
1312,SHU LIGHTNING COMPLEX (CASSEL),40.942,-121.487,2009,8,2609.1,34.83,853.02,1535.31,171.99,0,0
862,MCDONALD,40.947,-120.343,2010,7,4065.21,3.96,934.2,2004.57,455.22,0,1
1088,PIGEON,40.951,-123.202,2006,9,40856.67,24.12,17213.76,14038.29,9569.25,0,9
410,DODGE,40.951,-120.061,2015,8,4445.37,4.05,933.03,2095.02,1411.56,0,0
394,DELTA,40.956,-122.452,1985,7,670.95,4.14,92.97,133.11,440.73,0,1
623,HIGH COMPLEX,40.967,-122.324,1999,8,1331.91,0.72,454.77,632.25,244.17,0,0
1190,REPTILE,40.973,-122.508,1999,8,735.48,3.42,200.52,272.52,259.02,0,0
1315,SHU LIGHTNING COMPLEX (GOOSE),40.973,-121.762,2009,8,1721.79,19.89,652.14,509.58,540.18,0,0
1613,W-1 MCDONALD,40.973,-120.289,2019,8,461.52,0.09,85.59,181.98,10.35,0,1
411,DODGE COMPLEX (MENDIBOURNE),40.978,-120.371,2009,8,603.27,0.0,57.06,224.55,318.33,0,0
1322,SHU LIGHTNING COMPLEX (VENTURE),40.982,-121.581,2008,6,808.02,21.6,230.58,407.61,148.23,0,0
636,HIRZ,40.984,-122.279,2018,8,18899.37,7.38,7367.04,7721.01,3800.34,0,0
1313,SHU LIGHTNING COMPLEX (CHALK),40.986,-121.812,2009,8,2772.18,40.23,856.62,992.79,882.54,1,0
1408,STRAUSE,40.993,-123.107,1987,9,2589.75,6.57,938.88,863.01,781.02,0,0
602,HAT,40.998,-121.489,2018,8,798.3,8.28,149.76,415.26,225.0,0,0
869,MEGRAM- ORLEANS,41.001,-123.432,1999,8,57106.71,33.3,29755.35,16620.66,10612.89,1,0
395,DELTA,41.007,-122.462,2018,9,25788.87,91.26,3733.2,8287.11,13677.12,0,1
1135,POWER,41.012,-121.486,2007,7,425.88,0.99,149.67,262.17,9.45,0,0
330,CORRAL COMPLEX,41.031,-123.469,2013,8,5501.25,0.99,1817.1,1470.42,2204.1,1,1
64,BAGLEY,41.032,-122.055,2012,8,19317.6,26.19,6680.34,6804.18,5806.89,0,0
286,CHINA,41.054,-123.157,1987,8,3695.76,0.0,1333.62,1425.06,937.08,0,0
105,BEAR WALLOW COMPLEX (CARIBOU),41.059,-123.027,2008,6,4916.88,6.21,1397.61,2077.65,1435.14,0,0
540,GOLD,41.06383926,-120.816197,2020,7,9125.91,2.34,3752.28,3769.38,1598.04,0,1
62,BACKBONE,41.07,-123.436,2009,7,1902.24,0.18,516.24,862.92,514.17,1,0
682,IRON AND ALPS COMPLEXES (CAREY),41.073,-123.294,2008,6,1627.2,1.98,604.17,706.59,314.46,0,0
1240,RUSH,41.091,-123.006,2006,7,2136.96,0.63,962.91,912.24,261.0,0,0
1614,W-5 COLD SPRINGS,41.09414628,-120.0796157,2020,8,28322.01,686.61,5899.5,13628.88,7903.98,0,0
1380,ST.CLAIRE,41.111,-123.184,1987,8,3459.24,6.57,1827.18,1325.07,299.25,0,0
1185,RED SALMON COMPLEX,41.11928079,-123.3944016,2020,7,58078.17,26.37,17917.56,21715.47,18323.64,0,0
350,COYOTE,41.139,-123.879,1998,8,738.09,8.01,690.57,35.73,3.51,0,0
907,MILL CREEK 1,41.141,-123.653,2018,8,1617.39,0.0,1008.27,412.29,196.83,0,0
785,LIKELY,41.151,-120.462,2012,9,5092.65,1086.21,1491.93,1715.58,791.19,0,8
308,COFFEE COMPLEX,41.155,-122.82,2014,8,2585.7,0.81,344.34,704.25,1536.12,1,0
1186,REDSPOT,41.158,-123.405,2009,7,476.55,0.0,144.45,226.35,105.75,1,0
136,BLUE COMPLEX (BLUE),41.182,-120.246,2001,8,12392.46,159.3,4460.4,4118.04,3651.75,0,0
232,CAMPBELL,41.184,-121.31,1990,8,1943.82,12.96,154.08,378.9,1397.79,0,0
651,HOTELLING,41.193,-123.289,1987,8,7129.53,19.44,3616.56,2276.73,1209.24,0,0
412,DOE,41.198,-122.725,1987,8,995.22,3.06,352.17,304.83,335.16,0,0
908,MILL CREEK 4,41.202,-123.621,2009,10,1162.53,0.0,495.27,365.13,302.13,0,9
534,GLASGOW,41.239,-123.211,1987,8,5462.37,17.82,2311.38,1637.91,1486.35,0,0
494,FOX,41.23970758,-122.8534927,2020,9,808.11,0.09,235.53,425.7,146.79,1,0
783,LIGHTNING 97 (BISON),41.245,-120.684,1988,8,1385.28,5.4,380.25,439.47,560.16,0,1
384,DAY,41.249,-121.296,2014,7,5564.34,11.25,960.93,1765.44,2826.72,0,0
80,BARBER,41.253,-120.088,2003,7,574.65,4.23,262.71,253.17,46.08,0,0
1432,TABLE,41.254,-120.433,1994,7,894.06,0.54,70.02,109.26,714.15,0,0
853,MARTIN,41.259,-123.779,1992,9,536.67,1.71,278.64,173.7,82.62,0,21
430,EAGLE,41.26,-120.12,1984,8,700.83,28.71,503.82,133.56,15.39,0,0
429,EAGLE,41.268,-120.105,2018,7,856.17,27.81,215.28,463.14,118.98,0,1
960,NELSON,41.272,-120.447,1994,8,1067.13,2.25,87.93,199.17,777.6,0,0
486,FORKS,41.273,-123.321,2002,6,600.84,4.86,180.9,205.47,196.65,0,0
206,BUTLER,41.278,-123.392,2013,7,9736.92,21.69,2951.73,3627.81,3135.51,0,1
344,COVE,41.279,-121.008,2017,7,12500.01,211.5,5991.3,3172.41,3113.01,0,0
1367,SOUP COMPLEX,41.29,-120.269,2016,9,1133.19,20.16,694.26,234.63,184.14,0,9
962,NELSON (W-1),41.295,-120.425,2012,8,1667.16,381.06,273.51,411.03,601.47,0,0
1252,SALMON RIVER COMPLEX,41.314,-123.203,2013,7,6054.93,4.68,1636.83,2374.65,2027.52,0,0
1650,WHITES,41.319,-123.038,2014,7,13968.9,26.55,4611.87,4349.7,4980.33,0,0
1014,ORLEANS COMPLEX,41.336,-123.465,2006,7,6459.84,8.73,4216.05,1676.97,558.09,0,0
967,NIELON,41.351,-123.096,1987,8,627.84,0.09,247.86,154.26,225.63,0,0
27,ALLEN,41.35755778,-121.0760707,2020,7,412.56,4.59,268.2,129.51,9.72,0,0
1374,SPECIMEN,41.363,-123.151,1994,9,2896.56,0.09,911.97,790.74,1193.67,0,10
781,LIGHTNING 120 (CRANK),41.397,-121.165,1987,8,1435.77,0.36,276.57,420.12,737.73,0,0
503,FROG,41.41,-121.381,2015,7,2127.33,6.57,765.54,1174.5,179.64,0,1
1685,YELLOW 2,41.412,-123.316,1987,8,21702.78,85.32,12484.08,5832.63,3293.64,0,0
1498,UNCLES COMPLEX,41.414,-123.177,2006,7,1534.77,3.42,476.55,535.41,519.39,1,0
689,ISLAND,41.42,-123.131,2017,6,25210.62,29.34,8184.96,9396.27,7598.7,1,1
1402,STONE,41.425,-121.013,2018,8,15966.45,196.11,10535.49,3713.94,1512.36,0,1
592,HANCOCK,41.426,-123.306,2006,7,9427.68,15.75,4666.86,3203.91,1541.16,0,0
621,HIGH,41.446,-121.309,2006,6,1182.15,30.42,647.28,455.67,48.24,0,1
965,NICKOWITZ,41.448,-123.755,2015,8,3382.47,0.0,2348.82,732.15,301.5,1,0
112,BELL WEST,41.456,-121.427,1999,5,706.32,1.89,521.37,142.56,39.33,0,1
953,MUSSOLINI,41.461,-122.516,2002,7,1258.47,586.62,403.11,201.33,61.02,0,0
1047,PARKER2,41.464,-120.262,2017,8,3092.76,97.56,1677.24,876.51,432.72,0,0
608,HAYPRESS,41.465,-123.427,2017,8,8872.29,2.43,3304.17,3705.84,1859.49,0,0
1151,QUAKING,41.465,-121.322,1987,7,1787.22,11.34,585.09,1168.29,22.32,0,1
578,GULCH,41.476,-120.924,2014,7,560.07,27.81,252.9,267.84,10.98,0,0
653,HOY,41.487,-122.397,2006,7,556.83,21.78,129.24,323.46,82.26,0,0
1680,WOOLEY,41.489,-123.27,2005,9,1310.31,5.13,797.58,332.46,175.14,0,5
104,BEAR WALLOW COMPLEX (ANTHONY MILNE),41.505,-123.184,2008,6,879.3,0.54,544.14,225.54,109.08,0,0
652,HOTLUM,41.512,-122.315,2006,2,1282.86,12.78,565.83,664.47,39.51,1,4
841,MAN,41.539,-123.213,2014,8,6847.2,16.2,2483.73,2412.0,1934.82,0,0
807,LOG,41.54,-123.042,2014,7,1615.32,0.0,525.78,724.59,364.77,0,0
1041,PANTHER,41.541,-123.381,2008,7,28916.73,104.58,9036.09,10487.52,9287.19,0,8
202,BURNEY,41.546,-123.303,2017,7,647.01,1.71,267.75,230.04,147.51,1,0
30,AMBROSE COMPLEX (DAMON-LONG),41.555,-121.25,1996,8,9748.71,15.12,8457.21,1212.3,63.9,0,0
1184,RED ROCK,41.566,-123.166,2009,8,573.75,1.89,283.95,215.55,72.36,0,1
1062,PEAK,41.588,-123.788,2015,8,5773.05,2.43,2699.82,1764.81,1305.99,0,0
1497,UKONOM,41.59,-123.493,2017,7,1710.72,9.54,539.82,794.88,366.48,1,0
1463,TITUS,41.609,-123.355,2006,7,2475.81,1.26,928.8,814.14,731.34,0,0
745,KLAMATH,41.612,-124.004,1988,9,2003.4,17.73,563.94,710.64,711.09,0,1
1332,SISKIYOU-BLUE 2 COMPLEX (BLUE 2),41.614,-123.658,2008,6,40804.29,56.97,17186.04,14168.88,9391.95,0,1
1125,PONY,41.614,-123.549,2016,6,1266.75,0.0,508.59,559.53,198.45,0,2
443,ELK COMPLEX (ELK),41.617,-123.279,2007,7,551.79,0.09,215.28,207.36,129.06,0,0
696,JACK 1,41.623,-123.61,1994,7,10470.33,3.33,4596.48,3806.19,2064.24,1,0
760,LAKE2,41.624,-120.087,1999,9,1212.21,9.99,528.48,651.42,0.0,0,1
595,HAPPY CAMP COMPLEX (SWILLUP),41.625,-123.539,2001,9,3531.6,2.7,1823.85,1091.7,613.17,1,1
1126,PONY,41.63,-123.577,1995,8,886.32,0.0,386.55,251.64,248.13,1,2
736,KING TITUS,41.638,-123.389,1987,8,28891.89,146.52,15609.06,9058.77,4076.46,0,0
340,COUGAR,41.643,-121.436,2011,6,786.87,1.08,186.3,372.51,209.16,1,1
728,KELSEY,41.656,-123.144,1987,8,1489.95,0.45,611.55,696.15,181.8,1,0
1389,STANZA,41.669,-123.314,2002,7,1251.54,7.2,409.32,489.24,345.78,0,2
802,LITTLE DEER,41.672,-122.104,2014,7,2265.75,51.75,549.63,1481.94,181.08,1,0
444,ELK COMPLEX (KING CREEK 2),41.681,-123.414,2007,7,5746.05,31.77,2029.05,2262.24,1422.81,0,0
1449,TENNANT,41.704,-122.012,2009,7,1241.37,1.71,170.19,579.78,489.33,0,1
594,HAPPY CAMP COMPLEX,41.707,-123.196,2014,8,47952.45,84.51,12420.9,17783.19,17658.0,1,1
1249,SAGE,41.708,-120.504,2006,7,2215.35,12.78,2061.0,131.76,8.73,0,0
928,MODOC COMPLEX (BELL),41.723,-120.963,2001,8,1276.2,1.89,762.75,419.67,91.89,1,0
98,BEAR,41.724,-123.546,1994,7,687.24,0.0,224.73,212.13,250.38,0,1
377,DALTON,41.72501425,-121.0601574,2020,7,542.52,0.0,464.76,77.67,0.09,0,0
223,CALDWELL,41.73458816,-121.4543373,2020,7,32816.34,2267.1,12630.69,14288.31,3231.27,0,0
14,ACKLEY,41.743,-121.328,2003,7,4137.39,18.0,3648.69,250.38,0.0,0,2
985,OAK,41.747,-123.58,2017,8,38708.73,12.06,10992.24,13485.96,14218.38,1,0
758,LAKE,41.748,-123.18,1987,9,7453.89,13.32,5158.89,1858.23,420.12,1,9
378,DALTON 3,41.748,-121.063,1996,8,1184.13,2.88,900.09,273.42,7.47,0,0
432,EAST,41.752,-123.34,1999,7,519.3,0.81,145.62,175.86,197.01,0,1
1447,TEN BALD,41.756,-123.526,1987,8,7946.28,1.98,2617.02,3783.33,1543.86,0,0
363,CROWDER MOUNTAIN,41.756,-120.549,1990,7,411.3,0.0,226.98,155.34,28.98,0,1
580,GULCH,41.758,-123.284,1987,8,4442.58,6.21,2264.22,1694.61,477.54,0,0
323,COON,41.759,-123.954,2015,8,2422.17,3.96,1079.55,772.29,566.28,0,0
975,NORTH CROWDER,41.762,-120.552,1998,8,1047.51,0.09,902.43,143.91,0.99,0,1
759,LAKE COMPLEX,41.764,-120.979,2012,8,851.58,95.04,644.94,104.22,7.38,0,0
812,LONE,41.766,-121.034,2019,9,2217.51,0.9,1183.41,1002.33,30.69,0,0
1097,PINE,41.766,-121.016,1999,8,9277.02,14.31,7786.8,1455.75,20.07,0,8
1276,SCORPION COMPLEX,41.776,-121.357,2011,7,1120.5,0.27,591.66,512.1,4.77,0,1
1686,YELLOW PINE COMPLEX (YELLOW),41.778,-121.622,1999,8,1550.34,10.89,1492.83,15.93,2.61,0,1
1228,ROSS,41.792,-121.529,1990,8,1549.89,139.77,1327.32,1.8,0.0,0,1
106,BEARCAT,41.793,-122.831,1987,8,1157.13,2.07,497.88,533.88,123.21,0,0
1484,TUCKER,41.799,-121.234,2019,7,5695.02,16.11,931.14,3938.04,787.77,1,1
445,ELK COMPLEX (LITTLE GRIDER),41.804,-123.412,2007,7,970.47,0.0,472.32,352.53,145.62,1,0
695,JACK,41.811,-121.53,2008,8,2454.21,45.09,2190.96,10.08,0.27,0,7
285,CHINA,41.817,-123.274,1987,8,1189.8,0.54,567.99,430.92,190.35,0,0
1341,SLATER,41.834,-123.348,1987,8,2364.66,1.08,704.07,999.81,659.52,0,0
101,BEAR,41.839,-123.724,2015,8,4923.72,2.79,2049.39,1517.58,1353.96,0,1
287,CHINA BACK COMPLEX,41.842,-122.703,2007,7,1280.34,3.15,638.37,447.39,190.17,1,0
447,ELK LICK,41.849,-123.551,1987,8,587.61,1.71,238.77,292.95,54.18,0,0
301,CLEAR,41.849,-121.112,2001,7,1968.66,1.17,1939.68,24.21,0.36,0,1
511,GAP,41.856,-123.036,2016,8,13736.52,20.61,5177.07,4321.35,4212.27,1,0
81,BARK,41.866,-122.883,2000,7,768.24,0.0,162.36,331.65,273.87,0,1
787,LIME,41.866,-122.661,2019,9,747.0,1.44,364.77,358.2,22.5,0,1
715,JONES,41.868,-122.761,2001,5,509.04,1.17,175.23,283.14,49.14,1,5
1395,STEELE,41.879,-120.895,2017,7,19892.61,99.0,10804.95,7975.35,1012.59,0,0
747,KNF BEAVER,41.89,-122.871,2014,7,13871.97,5.4,2552.76,5031.0,6243.84,1,1
957,NATCHEZ,41.895,-123.566,2018,7,15686.73,18.9,4322.43,7161.21,4183.74,1,1
489,FORT COPPER,41.898,-123.22,1987,8,14703.48,10.17,5107.86,5863.32,3721.86,0,0
488,FORT COMPLEX,41.903,-123.22,2012,8,9865.26,8.37,2725.02,4058.82,3072.78,0,0
929,MODOC COMPLEX (ROCK),41.903,-120.848,2001,8,702.45,0.63,487.53,189.45,24.84,0,1
650,HORSE,41.906,-121.286,1996,8,1052.46,0.72,611.73,437.04,2.97,0,2
38,ANNIE,41.918,-120.115,2011,8,854.82,7.2,63.18,242.28,541.71,0,0
1156,RAIL,41.923,-120.65,1984,8,1224.81,4.59,296.73,419.22,489.78,0,1
404,DEVIL,41.92444387,-123.2334926,2020,9,3559.59,0.54,1209.96,1584.9,763.92,0,0
1458,THOMPSON,41.93,-123.394,1987,8,2086.38,16.47,1090.89,767.52,209.79,0,0
270,CEDAR,41.935,-123.325,2017,8,4353.12,0.09,1590.39,1337.58,1425.06,1,0
1342,SLATER,41.94589683,-123.5010248,2020,9,45117.0,45.36,7713.36,6458.13,30891.87,0,0
746,KLAMATHON,41.946,-122.534,2018,7,14558.22,337.86,4053.69,7844.4,2312.37,0,0
12,ABNEY,41.95,-123.136,2017,8,12757.86,0.72,4561.02,3948.48,4247.64,1,1
687,IRONGATE,41.951,-122.455,2004,7,946.44,73.26,5.13,156.69,711.36,0,1
610,HELLO,41.962,-123.228,2012,8,444.96,0.09,198.27,157.77,88.83,1,1
1201,RIMROCK,41.966,-120.997,2017,7,688.77,2.16,387.18,286.92,12.51,1,1
480,FLETCHER,41.971,-120.545,2007,7,2680.92,7.47,692.1,998.91,979.74,0,1
817,LONGWOOD,41.997,-123.634,1987,8,2300.13,0.0,579.42,834.21,886.5,0,1
87,BARRY POINT,42.015,-120.681,2012,8,15471.0,32.49,6599.97,5690.97,3059.1,0,1
107,BEAVER COMPLEX,42.029,-122.25,2014,7,3778.2,11.43,2542.32,1124.91,99.27,0,9
126,BISCUIT COMPLEX (BISCUIT),42.441,-123.904,2002,7,11992.5,124.74,984.51,5228.73,5647.05,0,2
